# title,"Budgeting Summary (lut=0.350ns/net=0.239ns)"
"Group","Slack","Requirement","Skew","Uncertainty","Datapath Delay","Datapath Logic Delay","Datapath Net Delay","Logic Levels","Adj Levels","Net Budget","Lut Budget","Net Adj Slack","Lut Adj Slack","Path","Info"
"ap_clk","-5.198","10.000","-0.010","0.035","15.081","7.441","7.640","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[1]_inv/R}"
"ap_clk","-5.197","10.000","-0.011","0.035","15.178","7.565","7.613","79","18","9 (*)","28","-1.886","3.681","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(10) LUT6(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs4_fu_200_reg[0]/D}"
"ap_clk","-5.194","10.000","-0.011","0.035","15.175","7.466","7.709","78","17","10 (*)","28","-1.548","4.031","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs4_fu_200_reg[14]/D}"
"ap_clk","-5.193","10.000","-0.011","0.035","15.174","7.565","7.609","79","18","9 (*)","28","-1.886","3.681","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(10) LUT6(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs4_fu_200_reg[1]/D}"
"ap_clk","-5.191","10.000","-0.010","0.035","15.173","7.503","7.670","79","18","10 (*)","28","-1.823","3.682","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(10) LUT6(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[1]_inv/D}"
"ap_clk","-5.189","10.000","-0.012","0.035","15.168","7.563","7.605","79","18","9 (*)","28","-1.886","3.679","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(10) LUT6(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs4_fu_200_reg[7]/D}"
"ap_clk","-5.186","10.000","-0.010","0.035","15.069","7.441","7.628","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDSE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[0]/S}"
"ap_clk","-5.186","10.000","-0.010","0.035","15.069","7.441","7.628","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[2]_inv/R}"
"ap_clk","-5.186","10.000","-0.010","0.035","15.069","7.441","7.628","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[3]_inv/R}"
"ap_clk","-5.186","10.000","-0.010","0.035","15.069","7.441","7.628","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[4]_inv/R}"
"ap_clk","-5.186","10.000","-0.010","0.035","15.069","7.441","7.628","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[6]_inv/R}"
"ap_clk","-5.186","10.000","-0.010","0.035","15.069","7.441","7.628","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[7]_inv/R}"
"ap_clk","-5.186","10.000","-0.010","0.035","15.069","7.441","7.628","78","18","10 (*)","28","-1.860","3.583","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[8]_inv/R}"
"ap_clk","-5.186","10.000","-0.012","0.035","15.166","7.551","7.615","79","18","10 (*)","28","-1.873","3.680","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(9) LUT6(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs4_fu_200_reg[4]/D}"
"ap_clk","-5.177","10.000","-0.010","0.035","15.158","7.441","7.717","78","17","10 (*)","28","-1.523","4.031","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT6(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs_reg_3238_reg[2]_inv/D}"
"ap_clk","-5.162","10.000","-0.012","0.035","15.142","7.517","7.625","78","17","10 (*)","28","-1.600","4.030","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs4_fu_200_reg[18]/D}"
"ap_clk","-5.154","10.000","-0.012","0.035","15.133","7.416","7.717","78","17","10 (*)","28","-1.500","4.029","FDRE(71) LUT5(2) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT3(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(65) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(67) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(77) LUT4(1) CARRY8(1) CARRY8(1) CARRY8(1) CARRY8(66) LUT3(1) FDRE","{bd_0_i/hls_inst/inst/k2_stats_U0/icmp_ln214_reg_3243_reg[0]/C --> bd_0_i/hls_inst/inst/k2_stats_U0/sum_abs4_fu_200_reg[11]/D}"
